website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
nukitomo.me,Accessible (Status Code: 200),0.0,"['104.21.3.38', '172.67.130.45']",61.0,3565.0,0.0932927131652832,False,
hardporno.tube,Accessible (Status Code: 200),0.0,"['188.114.96.7', '188.114.97.7']",64.0,3565.0,0.08748102188110352,False,
remanga.org,Accessible (Status Code: 200),0.0,['186.2.163.218'],45.0,3566.0,0.08823394775390625,False,
educapoker.com,Accessible (Status Code: 200),0.0,"['172.67.73.73', '104.26.2.240', '104.26.3.240']",80.0,3565.0,0.08787989616394043,False,
nanaplayer.com,Accessible (Status Code: 200),0.0,"['104.21.64.1', '104.21.32.1', '104.21.112.1', '104.21.80.1', '104.21.48.1', '104.21.16.1', '104.21.96.1']",144.0,3565.0,0.08047604560852051,False,
getlivesex.com,Blocked - Client Error (Status Code: 406),0.0,"['scashwl.com.', '185.98.55.81', '88.208.20.10']",86.0,742.0,0.09696102142333984,False,
betboo.com,Blocked - Client Error (Status Code: 403),0.0,"['195.72.134.91', '195.72.135.91']",60.0,3564.0,0.08081197738647461,False,
war-forum.net,Accessible (Status Code: 200),0.0,['85.118.130.103'],47.0,86364.0,0.09080696105957031,False,
edujungles.com,Blocked - Client Error (Status Code: 403),0.0,['162.0.227.106'],48.0,3564.0,0.0822899341583252,False,
librabet.com,Accessible (Status Code: 200),0.0,['94.242.231.23'],46.0,3564.0,0.10781502723693848,False,
888game777.com,Accessible (Status Code: 200),0.0,"['108.139.243.45', '108.139.243.87', '108.139.243.101', '108.139.243.115']",96.0,3564.0,0.08922004699707031,False,
my-seriya.net,"Error: HTTPSConnectionPool(host='my-seriya.net', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c41dc9e50>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",2.0,[],31.0,0.0,0.19341588020324707,False,
ecchi-island.com,Accessible (Status Code: 200),0.0,"['172.67.222.231', '104.21.46.25']",66.0,3564.0,0.0901479721069336,False,
met-art.com,Accessible (Status Code: 200),0.0,['207.66.141.186'],45.0,3565.0,0.08070516586303711,False,
pussy.org,Accessible (Status Code: 200),0.0,['51.81.53.105'],43.0,86365.0,0.09083890914916992,False,
egb.com,Accessible (Status Code: 200),0.0,"['104.22.73.201', '172.67.7.178', '104.22.72.201']",73.0,3564.0,0.10686683654785156,False,
hdchina.org,"Error: HTTPSConnectionPool(host='hdchina.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'hdchina.org' doesn't match either of 'dns.google', 'dns.google.com', '*.dns.google.com', '8888.google', 'dns64.dns.google', '8.8.8.8', '8.8.4.4', '2001:4860:4860:0:0:0:0:8888', '2001:4860:4860:0:0:0:0:8844', '2001:4860:4860:0:0:0:0:6464', '2001:4860:4860:0:0:0:0:64'"")))",0.0,['8.8.8.8'],45.0,3563.0,0.08791303634643555,False,
